Department,Job Title,Job Area,Standard Hours,Marital Status,Hourly Rate,FULLTIME_IND,Days in Role,days_employed,Years of Service,Job Code,apprenticeship_ind,Pay Group,term_ind,Days Employed When Survey Sent,Days With Company on Submit of Survey,PC,Division,,Job Title,ED & DHS Average Rating,Immediate Supervisor Average Rating,Communication and Campus Average Rating,Department Morale Rating
36-Dietary,Director of Food Services,Director,40,M,25.69,1,153,959,2.62739726,300001,1,H7L,0,365,365,185,North Indiana,Region F,Director of Food Services,5,5,5,5
36-Dietary,Director of Food Services,Director,40,S,25.98,1,959,959,2.62739726,300001,1,H7L,0,365,365,414,North Ohio,Region A,Director of Food Services,5,5,4.83,5
36-Dietary,Dining Services Assistant,Dining Services,20,S,12.02,0,29,217,0.594520548,300003,1,H7L,1,90,91,148,South Kentucky,Region D,Dining Services Assistant,4,4.13,4.33,4
36-Dietary,Dining Services Assistant,Dining Services,20,S,12.74,0,356,356,0.975342466,300003,1,H7L,1,182,183,162,North Central Indiana,Region E,Dining Services Assistant,4.75,5,5,5
36-Dietary,Dining Services Assistant,Dining Services,20,M,12.37,0,556,868,2.378082192,300003,1,H7L,1,365,365,305,Southwest Indiana,Region C,Dining Services Assistant,3,4.5,3,5
36-Dietary,Cook,Dining Services,40,S,14.37,1,616,616,1.687671233,300002,1,H7L,0,90,94,303,Southwest Indiana,Region C,Cook,4.75,4.38,4.17,5
36-Dietary,Cook,Dining Services,40,M,14.17,1,260,560,1.534246575,300002,1,H7L,0,30,30,186,Southwest Indiana,Region C,Cook,5,5,4,4
36-Dietary,Director of Food Services,Director,40,M,26.37,1,156,762,2.087671233,300001,1,H7L,0,182,182,165,Central South Indiana,Region H,Director of Food Services,4,4.63,3.83,4
36-Dietary,Dining Services Assistant,Dining Services,20,M,11.16,0,496,496,1.35890411,300003,1,H7L,1,365,365,185,North Indiana,Region F,Dining Services Assistant,3,4.75,3.33,4
36-Dietary,Dining Services Assistant,Dining Services,20,M,12.09,0,263,263,0.720547945,300003,1,H7L,0,90,-249,409,Central Ohio,Region J,Dining Services Assistant,4,3.25,3.67,5
36-Dietary,Dining Services Assistant,Dining Services,40,N,12.7,1,436,436,1.194520548,300003,1,8FQ,1,30,30,224,South Kentucky,Region D,Dining Services Assistant,4.88,5,5,5
36-Dietary,Cook,Dining Services,40,M,13.23,1,404,404,1.106849315,300002,1,H7L,1,90,91,408,North Ohio,Region A,Cook,4.13,2.25,3.17,2
36-Dietary,Dining Services Assistant,Dining Services,40,M,12.22,1,755,755,2.068493151,300003,1,H7L,0,182,182,143,Southeast Indiana,Region I,Dining Services Assistant,3.88,4.88,4.67,4
36-Dietary,Director of Food Services,Director,40,M,30.78,1,616,616,1.687671233,300001,1,H7L,0,90,105,126,South Kentucky,Region D,Director of Food Services,4.38,4.38,4,4
36-Dietary,Cook,Dining Services,40,S,12.51,1,309,693,1.898630137,300002,1,H7L,0,182,182,407,Central Ohio,Region J,Cook,4.88,5,4,5
36-Dietary,Dining Services Assistant,Dining Services,20,S,11.64,0,693,693,1.898630137,300003,1,H7L,0,182,182,407,Central Ohio,Region J,Dining Services Assistant,4.63,4.13,4,4
36-Dietary,Cook,Dining Services,40,M,13.12,1,875,875,2.397260274,300002,1,H7L,0,365,365,407,Central Ohio,Region J,Cook,4,4,3.67,4
36-Dietary,Dining Services Assistant,Dining Services,20,M,12.09,0,263,263,0.720547945,300003,1,H7L,0,30,-309,409,Central Ohio,Region J,Dining Services Assistant,3.63,3.25,3.83,3
36-Dietary,Dining Services Assistant,Dining Services,40,S,13.41,1,692,692,1.895890411,300003,1,H7L,1,365,365,161,Central South Indiana,Region H,Dining Services Assistant,1.13,1.5,1.5,1
36-Dietary,Cook,Dining Services,40,S,12.35,1,507,639,1.750684932,300002,1,H7L,1,90,90,407,Central Ohio,Region J,Cook,3.38,4.5,3.33,4
36-Dietary,Cook,Dining Services,40,S,12.09,1,211,614,1.682191781,300002,1,H7L,0,90,91,411,North Ohio,Region A,Cook,3.5,3.75,3.83,5
36-Dietary,Cook,Dining Services,40,S,14.95,1,632,632,1.731506849,300002,1,H7L,1,90,93,111,Southwest Indiana,Region C,Cook,5,5,5,5
36-Dietary,Cook,Dining Services,40,S,12.35,1,507,639,1.750684932,300002,1,H7L,1,365,365,407,Central Ohio,Region J,Cook,3.13,4.38,4,4
36-Dietary,Director of Food Services,Director,40,S,25.65,1,518,518,1.419178082,300001,1,H7L,1,182,206,435,North Ohio,Region A,Director of Food Services,4.13,3.75,3.83,5
36-Dietary,Dining Services Assistant,Dining Services,20,M,13.4,0,686,686,1.879452055,300003,1,H7L,0,182,182,422,North Ohio,Region A,Dining Services Assistant,3.88,2.63,3.33,3
36-Dietary,Dining Services Assistant,Dining Services,20,S,12.44,0,609,609,1.668493151,300003,1,H7L,0,90,90,430,Central Ohio,Region J,Dining Services Assistant,4,5,4.67,5
36-Dietary,Dining Services Assistant,Dining Services,20,S,13.54,0,735,735,2.01369863,300003,1,H7L,0,182,182,427,North Ohio,Region A,Dining Services Assistant,5,5,5,5
36-Dietary,Dining Services Asst Director,Director,40,S,19,1,381,381,1.043835616,300004,1,H7L,1,30,30,427,North Ohio,Region A,Dining Services Asst Director,4.75,4.75,4.83,4
36-Dietary,Dining Services Assistant,Dining Services,40,S,12.14,1,73,304,0.832876712,300003,1,H7L,1,182,195,163,Southwest Indiana,Region C,Dining Services Assistant,4,5,4.83,5
36-Dietary,Dining Services Assistant,Dining Services,37,S,10.31,1,237,237,0.649315068,300003,1,H7L,1,30,30,187,South Kentucky,Region D,Dining Services Assistant,4.38,4.75,4,4
36-Dietary,Cook,Dining Services,40,M,14.5,1,55,55,0.150684932,300002,1,H7V,1,30,38,502,North Michigan,Region B,Cook,4.75,4.63,5,5
36-Dietary,Dining Services Assistant,Dining Services,5,S,12.13,0,644,644,1.764383562,300003,1,H7L,1,182,182,135,North Central Indiana,Region E,Dining Services Assistant,4.75,4.88,4.33,4
36-Dietary,Resident Care Associate,Other,40,S,14.65,1,225,548,1.501369863,100010,1,H7L,1,90,101,412,South Ohio,Region G,Resident Care Associate,2.75,2.88,2.67,3
36-Dietary,Resident Care Associate,Other,20,S,11.3,0,76,497,1.361643836,100010,1,H7L,0,30,30,415,North Ohio,Region A,Resident Care Associate,5,5,4.33,5
36-Dietary,Dining Services Assistant,Dining Services,5,S,11.32,0,368,378,1.035616438,300003,1,H7L,1,90,90,433,Central Ohio,Region J,Dining Services Assistant,4.88,5,5,5
36-Dietary,Cook,Dining Services,5,N,12.7,0,511,511,1.4,300002,0,H7L,0,90,90,132,North Indiana,Region F,Cook,5,5,5,5
36-Dietary,Dining Services Assistant,Dining Services,20,M,14.25,0,410,833,2.282191781,300003,1,H7L,0,365,367,302,North Indiana,Region F,Dining Services Assistant,2.75,2.25,2.83,3
36-Dietary,Dining Services Assistant,Dining Services,5,S,11.4,0,565,678,1.857534247,300003,1,H7L,1,182,182,119,Southwest Indiana,Region C,Dining Services Assistant,4.5,4.63,4.67,5
36-Dietary,Dining Services Assistant,Dining Services,20,S,11.72,0,534,548,1.501369863,300003,1,H7L,1,90,90,185,North Indiana,Region F,Dining Services Assistant,5,4.63,4.83,4
36-Dietary,Cook,Dining Services,40,S,14.81,1,573,573,1.569863014,300002,1,H7L,0,90,90,435,North Ohio,Region A,Cook,5,5,5,5
36-Dietary,Dining Services Assistant,Dining Services,20,S,11.64,0,526,526,1.44109589,300003,1,H7L,0,30,30,156,North Indiana,Region F,Dining Services Assistant,5,5,5,5
36-Dietary,Cook,Dining Services,40,M,13.23,1,404,404,1.106849315,300002,1,H7L,1,182,182,408,North Ohio,Region A,Cook,4.5,2.88,3.67,3
36-Dietary,Cook,Dining Services,40,S,14.81,1,573,573,1.569863014,300002,1,H7L,0,30,32,435,North Ohio,Region A,Cook,5,5,5,5
36-Dietary,Dining Services Assistant,Dining Services,20,S,11.69,0,302,302,0.82739726,300003,1,H7L,1,90,149,135,North Central Indiana,Region E,Dining Services Assistant,4.88,4.88,5,5
36-Dietary,Dining Services Assistant,Dining Services,5,S,11.42,0,322,322,0.882191781,300003,1,H7L,1,182,182,156,North Indiana,Region F,Dining Services Assistant,3.75,4.43,3.83,4
36-Dietary,Cook,Dining Services,40,S,14.15,1,721,721,1.975342466,300002,1,H7L,0,182,182,408,North Ohio,Region A,Cook,3,4.75,3.17,3
36-Dietary,Dining Services Asst Director,Director,40,S,20.72,1,903,903,2.473972603,300004,1,H7L,0,365,365,518,North Michigan,Region B,Dining Services Asst Director,4.17,2.75,3.17,3
36-Dietary,Cook,Dining Services,20,S,12.09,0,76,76,0.208219178,300002,1,H7L,1,30,32,302,North Indiana,Region F,Cook,4.5,4.38,4.5,5
36-Dietary,Dining Services Assistant,Dining Services,40,M,11.72,1,720,720,1.97260274,300003,1,H7L,0,182,182,187,South Kentucky,Region D,Dining Services Assistant,4.75,4.88,4.67,5
36-Dietary,Resident Care Associate,Other,20,S,13.84,0,275,476,1.304109589,100010,1,H7L,0,30,30,509,North Michigan,Region B,Resident Care Associate,5,5,5,5
36-Dietary,Dining Services Assistant,Dining Services,20,S,11.32,0,444,444,1.216438356,300003,1,H7L,1,182,182,129,Southwest Indiana,Region C,Dining Services Assistant,4.88,4.88,5,5
36-Dietary,Dining Services Assistant,Dining Services,20,S,12.65,0,279,279,0.764383562,300003,1,H7L,1,90,93,401,Central Ohio,Region J,Dining Services Assistant,3.88,4.38,3.33,3
36-Dietary,Dining Services Assistant,Dining Services,40,S,12.22,1,806,806,2.208219178,300003,1,H7L,0,365,365,406,Central Ohio,Region J,Dining Services Assistant,4,4,4,4
36-Dietary,Dining Services Assistant,Dining Services,40,S,11.64,1,503,503,1.378082192,300003,1,H7L,0,365,365,118,Southeast Indiana,Region I,Dining Services Assistant,4.43,4.25,4.17,5
36-Dietary,Dining Services Assistant,Dining Services,40,N,11.68,1,64,64,0.175342466,300003,1,H7L,1,30,33,438,South Ohio,Region G,Dining Services Assistant,5,5,4.67,5
36-Dietary,Dining Services Assistant,Dining Services,20,N,11.34,0,139,139,0.380821918,300003,1,H7L,1,90,90,438,South Ohio,Region G,Dining Services Assistant,4.88,5,5,5
36-Dietary,Cook,Dining Services,20,M,14.48,1,588,588,1.610958904,300002,1,8FQ,0,90,90,222,South Kentucky,Region D,Cook,5,5,5,5
36-Dietary,Cook,Dining Services,40,M,14.5,1,55,55,0.150684932,300002,1,H7V,1,30,38,502,North Michigan,Region B,Cook,4.5,4.5,4.5,5
36-Dietary,Environmental Services Asst,Environmental Services Asst,40,M,13.04,1,338,538,1.473972603,400002,1,H7L,0,90,90,149,Southeast Indiana,Region I,Environmental Services Asst,2.63,2.63,3,3
36-Dietary,Cook,Dining Services,40,M,13.72,1,246,487,1.334246575,300002,1,H7L,1,182,196,166,Central South Indiana,Region H,Cook,4.88,4.88,4.67,4
36-Dietary,Cook,Dining Services,40,M,13.77,1,546,546,1.495890411,300002,1,H7L,0,30,30,403,North Ohio,Region A,Cook,5,5,5,5
36-Dietary,Dining Services Assistant,Dining Services,20,M,11.24,0,339,339,0.928767123,300003,1,H7L,1,90,90,101,Southwest Indiana,Region C,Dining Services Assistant,3.63,3,4,4
36-Dietary,Dining Services Assistant,Dining Services,20,M,11.01,0,308,308,0.843835616,300003,1,H7L,1,90,92,125,Central South Indiana,Region H,Dining Services Assistant,4,4,4,4
36-Dietary,Dining Services Asst Director,Director,40,S,21.91,1,595,595,1.630136986,300004,1,H7L,0,90,90,124,North Indiana,Region F,Dining Services Asst Director,4.88,5,5,5
36-Dietary,Cook,Dining Services,40,M,15.77,1,596,630,1.726027397,300002,1,H7L,0,90,90,421,South Ohio,Region G,Cook,1,1,1.67,4
36-Dietary,Cook,Dining Services,40,M,15.77,1,596,630,1.726027397,300002,1,H7L,0,90,90,421,South Ohio,Region G,Cook,1,1,1.67,4
36-Dietary,Campus Clinical Nutrition,Other,40,S,28.72,1,356,509,1.394520548,300010,0,H7L,1,182,182,153,Central South Indiana,Region H,Campus Clinical Nutrition,5,5,4.5,4
36-Dietary,Dining Services Assistant,Dining Services,20,S,11.99,0,297,297,0.81369863,300003,1,H7L,1,90,90,501,North Michigan,Region B,Dining Services Assistant,3.63,4,3,4
36-Dietary,Dining Services Assistant,Dining Services,40,S,11,1,83,83,0.22739726,300003,1,H7L,1,30,30,150,Southeast Indiana,Region I,Dining Services Assistant,5,5,5,5
36-Dietary,Dining Services Assistant,Dining Services,20,S,12.02,0,29,217,0.594520548,300003,1,H7L,1,182,182,148,South Kentucky,Region D,Dining Services Assistant,3.38,2.88,3,4
36-Dietary,Dining Services Assistant,Dining Services,40,D,11.72,1,721,721,1.975342466,300003,1,H7L,0,182,182,117,Southwest Indiana,Region C,Dining Services Assistant,4,4,4.17,4
36-Dietary,Dining Services Assistant,Dining Services,40,S,13.39,1,665,665,1.821917808,300003,1,H7L,0,182,183,408,North Ohio,Region A,Dining Services Assistant,3.13,3.5,2.17,3
36-Dietary,Dining Services Assistant,Dining Services,40,S,13.43,1,847,847,2.320547945,300003,1,H7L,0,365,365,107,Southeast Indiana,Region I,Dining Services Assistant,5,5,4.67,5
36-Dietary,Dining Services Assistant,Dining Services,40,S,11.64,1,503,503,1.378082192,300003,1,H7L,0,365,365,118,Southeast Indiana,Region I,Dining Services Assistant,4.43,4.25,4.17,5
36-Dietary,Dining Services Assistant,Dining Services,5,S,11.24,0,352,352,0.964383562,300003,1,H7L,1,30,30,112,North Central Indiana,Region E,Dining Services Assistant,4.38,4.88,4.33,3
36-Dietary,Cook,Dining Services,40,M,13.45,1,623,623,1.706849315,300002,1,H7L,0,182,182,414,North Ohio,Region A,Cook,4,4,4,4
36-Dietary,Dining Services Assistant,Dining Services,20,N,11.34,0,139,139,0.380821918,300003,1,H7L,1,30,30,438,South Ohio,Region G,Dining Services Assistant,4.88,5,5,5
36-Dietary,Cook,Dining Services,40,S,14.81,1,573,573,1.569863014,300002,1,H7L,0,182,182,435,North Ohio,Region A,Cook,4.88,5,4.67,5
36-Dietary,Cook,Dining Services,40,S,15.27,1,623,623,1.706849315,300002,1,H7L,0,182,182,408,North Ohio,Region A,Cook,4.75,4.63,5,5
36-Dietary,Cook,Dining Services,40,S,12.35,1,507,639,1.750684932,300002,1,H7L,1,182,182,407,Central Ohio,Region J,Cook,3.25,3,3.33,5
36-Dietary,Dining Services Assistant,Dining Services,40,S,11.64,1,503,503,1.378082192,300003,1,H7L,0,365,365,118,Southeast Indiana,Region I,Dining Services Assistant,4.43,4.25,4.17,5
36-Dietary,Dining Services Assistant,Dining Services,40,M,12.84,1,197,197,0.539726027,300003,0,H7L,1,30,30,111,Southwest Indiana,Region C,Dining Services Assistant,5,5,4.17,5
36-Dietary,Cook,Dining Services,40,M,15.04,1,406,406,1.112328767,300002,1,H7L,1,365,372,434,South Ohio,Region G,Cook,4.13,3.13,4.83,4
36-Dietary,Cook,Dining Services,40,S,13.96,1,546,546,1.495890411,300002,1,H7L,1,90,98,434,South Ohio,Region G,Cook,3.88,4.63,5,5
36-Dietary,GCRCA,Other,5,S,14.07,0,306,482,1.320547945,100042,1,H7L,0,30,30,174,Central South Indiana,Region H,GCRCA,3.88,4.38,3.5,4
36-Dietary,Cook,Dining Services,40,M,14.64,1,759,837,2.293150685,300002,1,H7L,0,365,365,175,South Kentucky,Region D,Cook,4.25,3.75,3.5,3
36-Dietary,Dining Services Assistant,Dining Services,20,S,11.61,0,225,225,0.616438356,300003,0,H7L,1,30,30,160,Central South Indiana,Region H,Dining Services Assistant,4.5,4.13,4.33,5
36-Dietary,Dining Services Assistant,Dining Services,5,S,11.49,0,584,589,1.61369863,300003,1,H7L,1,182,182,408,North Ohio,Region A,Dining Services Assistant,4,4,4,4
36-Dietary,Cook,Dining Services,40,M,12.25,1,651,651,1.783561644,300002,1,H7L,0,182,182,304,Southwest Indiana,Region C,Cook,5,5,5,5
36-Dietary,Dining Services Assistant,Dining Services,40,S,14.21,1,478,497,1.361643836,300003,1,H7L,0,30,30,421,South Ohio,Region G,Dining Services Assistant,4,4,4,4
36-Dietary,Dining Services Asst Director,Director,40,M,22.95,1,651,651,1.783561644,300004,1,H7L,0,182,182,137,South Kentucky,Region D,Dining Services Asst Director,5,3,3.83,3
36-Dietary,Dining Services Assistant,Dining Services,40,S,12.19,1,559,559,1.531506849,300003,1,H7L,0,90,90,121,Southeast Indiana,Region I,Dining Services Assistant,5,5,5,5
36-Dietary,Cook,Dining Services,40,M,12.12,1,342,343,0.939726027,300002,1,H7L,1,182,182,407,Central Ohio,Region J,Cook,5,5,5,5
36-Dietary,Resident Care Associate,Other,20,S,13.84,0,275,476,1.304109589,100010,1,H7L,0,365,365,509,North Michigan,Region B,Resident Care Associate,3.25,3.88,3,3
36-Dietary,Dining Services Assistant,Dining Services,40,S,11.91,1,291,427,1.169863014,300003,1,H7L,0,182,182,132,North Indiana,Region F,Dining Services Assistant,4.88,4.88,4.67,5
36-Dietary,Cook,Dining Services,40,M,15.5,1,427,427,1.169863014,300002,1,H7L,0,182,182,416,Central Ohio,Region J,Cook,4,4,4,4
36-Dietary,Cook,Dining Services,40,M,15.5,1,427,427,1.169863014,300002,1,H7L,0,182,182,416,Central Ohio,Region J,Cook,4,4,4,4
36-Dietary,Dining Services Assistant,Dining Services,20,S,12.44,0,609,609,1.668493151,300003,1,H7L,0,365,365,430,Central Ohio,Region J,Dining Services Assistant,5,5,5,5
36-Dietary,Cook,Dining Services,40,M,12.61,1,410,410,1.123287671,300002,1,H7L,0,0,369,110,Southwest Indiana,Region C,Cook,5,4,0,0
36-Dietary,Cook,Dining Services,5,S,13.99,0,394,396,1.084931507,300002,1,H7L,1,182,182,104,North Central Indiana,Region E,Cook,4.38,4.5,4.67,5
36-Dietary,Director of Food Services,Director,40,M,30.78,1,616,616,1.687671233,300001,1,H7L,0,365,374,126,South Kentucky,Region D,Director of Food Services,4.25,4.13,3.83,4
36-Dietary,Cook,Dining Services,40,S,12.97,1,405,405,1.109589041,300002,1,H7L,1,90,117,163,Southwest Indiana,Region C,Cook,5,5,5,5
36-Dietary,Dining Services Assistant,Dining Services,40,M,13.58,1,1099,1099,3.010958904,300003,1,H7L,1,365,369,147,South Kentucky,Region D,Dining Services Assistant,4.38,4.25,4.33,4
36-Dietary,Director of Food Services,Director,40,M,26.84,1,257,257,0.704109589,300001,1,H7L,1,90,90,407,Central Ohio,Region J,Director of Food Services,5,5,5,4
36-Dietary,Dining Services Asst Director,Director,40,M,15.91,1,377,1013,2.775342466,300004,1,H7L,0,182,184,430,Central Ohio,Region J,Dining Services Asst Director,4.75,5,4,5
36-Dietary,Director of Food Services,Director,40,M,25.9,1,706,706,1.934246575,300001,1,H7L,1,365,375,135,North Central Indiana,Region E,Director of Food Services,4.63,4.63,3.83,4
36-Dietary,Dining Services Asst Director,Director,40,S,21.8,1,348,348,0.953424658,300004,1,H7L,1,182,182,142,Southwest Indiana,Region C,Dining Services Asst Director,3.5,3,2.83,3
36-Dietary,Dining Services Assistant,Dining Services,5,S,12.18,0,517,517,1.416438356,300003,1,H7L,1,182,184,133,North Central Indiana,Region E,Dining Services Assistant,3.88,4.88,4,5
36-Dietary,Environmental Services Asst,Environmental Services Asst,20,M,11.71,0,113,966,2.646575342,400002,1,H7L,0,182,182,119,Southwest Indiana,Region C,Environmental Services Asst,5,5,5,5
36-Dietary,Dining Services Assistant,Dining Services,40,S,12.1,1,413,413,1.131506849,300003,1,H7L,1,182,182,509,North Michigan,Region B,Dining Services Assistant,3.38,1.75,4.83,4
36-Dietary,Dining Services Assistant,Dining Services,20,S,11.63,0,432,629,1.723287671,300003,1,H7L,1,30,30,110,Southwest Indiana,Region C,Dining Services Assistant,3.13,3,2.83,3
36-Dietary,Dining Services Assistant,Dining Services,20,M,11.72,0,868,868,2.378082192,300003,1,H7L,0,90,100,142,Southwest Indiana,Region C,Dining Services Assistant,3.88,4,3.17,4
36-Dietary,Dining Services Assistant,Dining Services,5,S,11.16,0,568,568,1.556164384,300003,1,H7L,1,90,91,110,Southwest Indiana,Region C,Dining Services Assistant,4,4.88,4.33,4
36-Dietary,Dining Services Assistant,Dining Services,40,S,13.19,1,953,953,2.610958904,300003,1,H7L,0,90,91,129,Southwest Indiana,Region C,Dining Services Assistant,3.88,4.5,4,5
36-Dietary,Dining Services Asst Director,Director,40,M,17.45,1,471,1204,3.298630137,300004,1,H7L,0,365,365,429,Central Ohio,Region J,Dining Services Asst Director,2.88,2.25,2.17,2
36-Dietary,Dining Services Assistant,Dining Services,5,S,11.67,0,700,700,1.917808219,300003,1,H7L,1,182,182,427,North Ohio,Region A,Dining Services Assistant,5,4.5,5,5
36-Dietary,Cook,Dining Services,40,M,15.31,1,807,1002,2.745205479,300002,1,H7L,1,182,182,149,Southeast Indiana,Region I,Cook,3.5,4,3.17,4
36-Dietary,Dining Services Assistant,Dining Services,40,M,13.48,1,1043,1043,2.857534247,300003,1,H7L,0,182,182,171,Central South Indiana,Region H,Dining Services Assistant,2,4.5,3.83,4
36-Dietary,Dining Services Assistant,Dining Services,40,S,11.72,1,1022,1022,2.8,300003,1,H7L,0,182,183,107,Southeast Indiana,Region I,Dining Services Assistant,4,4,4.33,4
36-Dietary,Cook,Dining Services,40,S,14.16,1,1204,1204,3.298630137,300002,1,H7L,0,365,366,187,South Kentucky,Region D,Cook,5,5,5,5
36-Dietary,Dining Services Assistant,Dining Services,5,S,11.08,0,217,218,0.597260274,300003,1,H7L,1,30,30,142,Southwest Indiana,Region C,Dining Services Assistant,4.88,5,5,5
36-Dietary,Cook,Dining Services,40,S,12.51,1,309,693,1.898630137,300002,1,H7L,0,30,30,407,Central Ohio,Region J,Cook,5,5,5,5
36-Dietary,Dining Services Assistant,Dining Services,40,S,12.22,1,806,806,2.208219178,300003,1,H7L,0,90,90,406,Central Ohio,Region J,Dining Services Assistant,4,4.5,5,5
36-Dietary,Cook,Dining Services,40,S,13.35,1,384,384,1.052054795,300002,1,H7L,1,30,30,167,North Central Indiana,Region E,Cook,5,5,5,5
36-Dietary,Dining Services Assistant,Dining Services,20,S,11.63,0,742,742,2.032876712,300003,1,H7L,1,90,90,410,Central Ohio,Region J,Dining Services Assistant,4,4.17,3.75,0
36-Dietary,Dining Services Assistant,Dining Services,40,S,12.81,1,748,748,2.049315068,300003,1,H7L,1,90,90,412,South Ohio,Region G,Dining Services Assistant,3.5,3,3,4
36-Dietary,Cook,Dining Services,40,M,14.79,1,4,854,2.339726027,300002,1,H7L,1,90,90,153,Central South Indiana,Region H,Cook,2.38,4.5,3.33,4
36-Dietary,Cook,Dining Services,40,M,14.79,1,4,854,2.339726027,300002,1,H7L,1,90,90,153,Central South Indiana,Region H,Cook,2.38,4.5,3.33,4
36-Dietary,Dining Services Assistant,Dining Services,40,M,11.31,1,188,188,0.515068493,300003,1,H7L,1,182,184,407,Central Ohio,Region J,Dining Services Assistant,3.25,2.63,3.17,3
36-Dietary,Cook,Dining Services,40,S,16.36,1,1169,1169,3.202739726,300002,1,H7L,0,365,365,509,North Michigan,Region B,Cook,3.14,4.38,3.2,0
36-Dietary,Director of Food Services,Director,40,M,24.11,1,471,1141,3.126027397,300001,1,H7L,0,365,365,419,South Ohio,Region G,Director of Food Services,3.63,3.25,3.33,4
36-Dietary,Cook,Dining Services,40,S,14,1,54,826,2.263013699,300002,1,H7L,0,30,30,137,South Kentucky,Region D,Cook,3.57,4.63,3.4,4
36-Dietary,Cook,Dining Services,40,M,12.63,1,167,219,0.6,300002,1,H7L,1,182,183,124,North Indiana,Region F,Cook,3.88,4.13,4,4
36-Dietary,Dining Services Assistant,Dining Services,40,S,12.95,1,1141,1141,3.126027397,300003,1,H7L,0,365,365,506,North Michigan,Region B,Dining Services Assistant,4.38,4.75,4.5,4
36-Dietary,Cook,Dining Services,40,M,12.12,1,342,343,0.939726027,300002,1,H7L,1,90,101,407,Central Ohio,Region J,Cook,4,4.13,4.33,4
36-Dietary,Cert Resident Care Associate,Other,40,S,13.96,1,113,882,2.416438356,100009,1,H7L,0,90,90,302,North Indiana,Region F,Cert Resident Care Associate,4.88,5,4.83,5
36-Dietary,Dining Services Assistant,Dining Services,40,S,11.08,1,137,137,0.375342466,300003,1,H7L,1,90,90,151,Southeast Indiana,Region I,Dining Services Assistant,4.63,4.88,4,4
36-Dietary,Dining Services Assistant,Dining Services,5,M,13.19,0,444,813,2.22739726,300003,1,H7L,1,365,365,121,Southeast Indiana,Region I,Dining Services Assistant,4.88,5,4.83,5
36-Dietary,Dining Services Assistant,Dining Services,40,S,11.82,1,882,882,2.416438356,300003,1,H7L,0,90,90,147,South Kentucky,Region D,Dining Services Assistant,5,5,5,5
36-Dietary,Dining Services Assistant,Dining Services,20,S,11.33,0,112,112,0.306849315,300003,1,H7L,1,30,43,175,South Kentucky,Region D,Dining Services Assistant,4.25,5,3.83,4
36-Dietary,Dining Services Assistant,Dining Services,20,M,11.32,0,710,710,1.945205479,300003,1,H7L,1,182,185,180,Southeast Indiana,Region I,Dining Services Assistant,4,4,4,3
36-Dietary,Dining Services Assistant,Dining Services,5,S,11.82,0,391,391,1.071232877,300003,1,H7L,0,365,365,135,North Central Indiana,Region E,Dining Services Assistant,3.75,4.5,3.67,5
36-Dietary,Environmental Services Asst,Environmental Services Asst,40,M,13.04,1,338,538,1.473972603,400002,1,H7L,0,0,518,149,Southeast Indiana,Region I,Environmental Services Asst,3,5,0,0
36-Dietary,Cook,Dining Services,5,S,13.45,0,455,497,1.361643836,300002,1,H7L,1,182,185,157,Southeast Indiana,Region I,Cook,5,5,5,5
36-Dietary,Dining Services Assistant,Dining Services,40,N,11.92,1,195,195,0.534246575,300003,1,H7L,1,90,90,509,North Michigan,Region B,Dining Services Assistant,2.5,2.5,2.5,2
36-Dietary,Dining Services Assistant,Dining Services,20,S,11.32,0,412,412,1.128767123,300003,1,H7L,1,182,188,118,Southeast Indiana,Region I,Dining Services Assistant,3.88,2.63,3,3
36-Dietary,Dining Services Assistant,Dining Services,40,S,11.77,1,493,493,1.350684932,300003,1,H7L,1,365,365,165,Central South Indiana,Region H,Dining Services Assistant,3.5,2.38,3.67,3
36-Dietary,Cook,Dining Services,40,M,12.61,1,410,410,1.123287671,300002,1,H7L,0,30,30,110,Southwest Indiana,Region C,Cook,4.75,4.63,4.67,4
36-Dietary,Cook,Dining Services,20,S,12.26,0,327,560,1.534246575,300002,1,H7L,0,90,90,144,North Indiana,Region F,Cook,4,4,5,4
36-Dietary,Cook,Dining Services,40,M,14.17,1,260,560,1.534246575,300002,1,H7L,0,90,90,186,Southwest Indiana,Region C,Cook,4.63,4.88,4.17,5
36-Dietary,Activities Associate,Activities Associate,40,M,15.05,1,37,749,2.052054795,600002,1,H7L,0,365,369,501,North Michigan,Region B,Activities Associate,3.75,3.75,4,3
36-Dietary,Director of Food Services,Director,40,S,29.66,1,335,335,0.917808219,300001,1,H7L,1,182,183,509,North Michigan,Region B,Director of Food Services,2.88,3,3,3
36-Dietary,Dining Services Assistant,Dining Services,40,S,12.7,1,568,568,1.556164384,300003,1,62D,0,90,95,211,South Ohio,Region G,Dining Services Assistant,5,5,5,5
36-Dietary,Dining Services Assistant,Dining Services,5,S,11.69,0,238,238,0.652054795,300003,0,H7L,1,30,31,145,South Kentucky,Region D,Dining Services Assistant,3,4,3,2
36-Dietary,Dining Services Assistant,Dining Services,20,N,12.26,0,393,393,1.076712329,300003,1,H7L,1,90,90,415,North Ohio,Region A,Dining Services Assistant,4.88,4.88,5,5
36-Dietary,Dining Services Assistant,Dining Services,20,S,11.69,0,302,302,0.82739726,300003,1,H7L,1,182,182,135,North Central Indiana,Region E,Dining Services Assistant,5,5,5,5
